word,selected_sentence,sentence_length,original_frequency,tokens,token_num
paedoglauca,Description Eucalyptus paedoglauca is a tree that typically grows to a height of and forms a lignotuber.,17,5,"['▁pa', 'ed', 'og', 'la', 'uca']",5
guerra,"Tamburini, F. (Sep 2005) ""I gas nella guerra del Rif"", Storia Militare, n.145, a.XIII Woolman, David S. 1968.",18,5,['▁guerra'],1
woodfordi,He is also commemorated in the scientific names of two species of lizards: Lepidodactylus woodfordi and Sphenomorphus woodfordi.,18,5,"['▁wood', 'ford', 'i']",3
storyboard,"Born in Madrid, he worked as illustrator, comic book artist and storyboard designer prior to filmmaking.",16,5,"['▁story', 'board']",2
bursting,"Background Japanese economic conditions prior to Abenomics In 1996 GDP increased by 3 percent, promising recovery from the bursting of a major asset-price bubble in the early 1990s.",28,5,"['▁burst', 'ing']",2
analyzer,"For age dating, mass spectrometers with magnetic sectors have better precision than a quadrupole mass spectrometer or quadrupole mass analyzer.",20,5,"['▁analy', 'zer']",2
tincture,The background below the line has a tincture of azure.,10,5,"['▁t', 'inct', 'ure']",3
tattooing,"Tattooing was a distinguishing cultural marker and a symbol of strength, courage and intimidation for Lethwei fighters.",17,5,"['▁t', 'atto', 'o', 'ing']",4
wickedness,Pentecostalism preaches an objective doctrine of atonement in which Christ died on the cross to bear the punishment for man's sin and wickedness.,23,5,"['▁w', 'icked', 'ness']",3
swung,"In the port city of Prince Rupert, around from the epicenter, windows were destroyed and buildings swung.",17,5,"['▁sw', 'ung']",2
diurna,"Track listing Personnel Chico Buarque: vocals (except in ""O meu amor"") and acoustic guitar (in ""Até o fim"") MPB-4: choir (in ""Cálice"" and ""Apesar de você"") Quarteto em Cy: vocals (in ""Apesar de você"") Francis Hime: piano (in ""Feijoada completa"", ""Trocando em miúdos"", ""O meu amor"", ""Pivete"" and ""Pequenã serenata diurna"") Magro: piano (in ""Cálice"" and ""Homenagem ao malandro"") Novelli: piano (in ""Até o fim""), bass (in ""Pedaço de mim"" and ""Pequenã serenata diurna"") and percussion (in ""Até o fim"") Milton Nascimento: piano (in ""Pedaço de mim"") Manoel da Conceição (Mão de vaca): acoustic guitar (in ""Feijoada completa"") Neco (Daudeth Azevedo): 7-string acoustic guitar (in ""Feijoada completa"") Miltinho: acoustic guitar (in ""Cálice"", ""Homenagem ao malandro"" and ""Apesar de você"") Arthur Verocai: acoustic guitar (in ""O meu amor"") Jorge Lima: acoustic guitar (in ""O meu amor"") Nelson Angelo: acoustic guitar (in ""Até o fim"" and ""Pedaço de mim"") Octávio Burnier Bonfá: acoustic guitar (in ""Pivete"") Luiz Cláudio Ramos: guitar (in ""Cálice"", ""Pequeña serenata diurna"" and ""Tanto mar"") and viola (in ""Tanto mar"") Bebeto (Adalberto José Castilho e Souza): bass (in ""Cálice"", ""Homenagem ao malandro and ""Apesar de você"") Luizão Maia: bass (in ""O meu amor"" and ""Pivete"") Beto Guedes: bass (in ""Até o fim"") and mandolin (in ""Pedaço de mim"") Jorginho da Flauta (Jorge Ferreira da Silva): flute (in ""Feijoada completa"" and ""Trocando em miúdos"") and saxophone alto (in ""Homenagem ao malandro"") Celso Woltzenlogel: flute (in ""Trocando em miúdos"", ""O meu amor"" and ""Pivete"") Copinha (Nicolino Cópia): flute (in ""O meu amor"") Franklin Corrêa da Silva (Franklin da Flauta): flute (in ""O meu amor"" and ""Tanto mar"") Márcio Montarroyos: trumpet (in ""Feijoada completa"", ""O meu amor"" and ""Pivete"") Formiga (José Pinto): trumpet (in ""Pivete"") Netinho: clarinet (in ""Feijoada completa"") and saxophone soprano (in ""Pequenã serenata diurna"") Jayme Araújo: clarinet (in ""O meu amor"" and ""Pivete"") Marko Rupe: clarinet (in ""O meu amor"" and ""Homenagem ao malandro"") Raul de Barros: trombone (in ""Feijoada completa"") Edmundo Maciel: trombone (in ""O meu amor"", ""Homenagem ao malandro"" and ""Pivete"") Jessé Sadoc do Nascimento: trombone (in ""Pivete"") João Luiz Macial: trombone (in ""Pivete"") Bijú (Moacir M. dos Santos): saxophone tenor (in ""Homenagem ao malandro"") Mário Negrão: drums (in ""Cálice"", ""Homenagem ao malandro"" and ""Apesar de você"") Pedrinho: drums (in ""O meu amor"" and ""Pivete"") Chico Batera: drums (in ""Até o fim"") and percussion (in ""O meu amor"", ""Até o fim"" and ""Pivete"") Enéas Costa: drums (in ""Pequenã serenata diurna"") Ricardo Costa: drums (in ""Tanto mar"") Alceu Maia: cavaquinho (in ""Feijoada completa"") Doutor: repenique (in ""Feijoada completa"") Elizeu Felix: tambourine (in ""Feijoada completa"") Luna: tambourine (in ""Feijoada completa"") Marçal (Nilton Delfino Marçal): tambourine (in ""Feijoada completa"") Esdras Ferreira (Nenen): cuíca (in ""Feijoada completa"" and ""Apesar de você"") Geraldo: whistle (in ""Feijoada completa"") Gordinho (Antenor Marques Filho): surdo (in ""Feijoada completa"" and ""Apesar de você"") Wilson Canegal: ganzá (in ""Feijoada completa"") Wilson das Neves: snare drum (in ""Feijoada completa"") and agogô (in ""Feijoada completa"") Armando Marçal (Marçalzinho): tambourine (in ""Apesar de você"") Elias Ferreira: pandeiro (in ""Homenagem ao malandro"" and ""Apesar de você"") Djalma Corrêa: percussion (in ""O meu amor"" and ""Pivete"") Dom Chacal: percussion (in ""O meu amor"" and ""Pivete"") Special guests: Milton Nascimento: vocals (in ""Cálice"") Elba Ramalho: vocals (in ""O meu amor"") Marieta Severo: vocals (in ""O meu amor"") Zizi Possi: vocals (in ""Pedaço de mim"") References Charles A. Perrone, Masters of Contemporary Brazilian Song: MPB 1965-1985.",562,5,"['▁di', 'urn', 'a']",3
bushrangers,Their main task in this period was to subdue groups of Aboriginals resisting European colonisation and capture bushrangers.,18,5,"['▁bus', 'hr', 'angers']",3
treeshrew,"Although the painted treeshrew is not a threatened species, it still suffers from loss of habitat.",16,5,"['▁trees', 'h', 'rew']",3
auberge,"In the Second World War, the auberge d'Auvergne was damaged (and later replaced by Law Courts) and the auberge de France was destroyed.",23,5,"['▁a', 'uber', 'ge']",3
odeons,"Origin of ""Odeon"" The original Odeons were the popular amphitheatres of ancient Greece.",13,5,"['▁o', 'de', 'ons']",3
fastball,Harden's fastball typically reached speeds of 92–96 miles per hour (mph) and on occasion broke 100 mph.,17,5,"['▁fast', 'ball']",2
verbena,Abronia umbellata (pink sand verbena) is a flowering annual plant which is native to western North America.,17,5,"['▁ver', 'ben', 'a']",3
seduction,"The Seduction of Ingmar Bergman is the 22nd album by American rock group Sparks, released in August 2009.",18,5,"['▁s', 'edu', 'ction']",3
moorland,"Ecology The heath humble-bee is found in gardens and meadows, as well as on heath and moorland.",17,5,"['▁mo', 'or', 'land']",3
debugging,"Highlights: binary and textual analysis, custom protocol testing, debugging and stack tracing, development language independent, CVE compliant.",17,5,['▁debugging'],1
workspace,"However, a clean workspace with no debugging or error information left is needed before a script file can be created.",20,5,"['▁work', 'space']",2
nil,Wang Tao and Liu Wei defeated Yoo Nam-kyu and Hyun Jung-hwa in the final by three sets to nil.,19,5,['▁nil'],1
chavannes,"By the 1890s, Chavannes was exchanging ideas with socialists Lester Frank Ward and Edward Bellamy.",15,5,"['▁ch', 'av', 'annes']",3
rapping,It was also the first album in which he showcased his rapping persona.,13,5,"['▁ra', 'pping']",2
parvula,"Taeniopteryx parvula, the hooked willowfly, is a species of winter stonefly in the family Taeniopterygidae.",15,5,"['▁par', 'v', 'ula']",3
din,The Jews of the Surbtal formed a Beth din or a rabbinical court with Tiengen.,15,5,['▁din'],1
meltdown,"He heads back to Micky's and instead of getting the signature, helps Julia deal with his meltdown over paparazzi photos.",20,5,"['▁mel', 'td', 'own']",3
llama,The Chavín began to domesticate the llama and reduced deer hunting.,11,5,"['▁ll', 'ama']",2
tartan,"Tartan is a pattern of textile also known as plaid (especially in North American English), often associated with Scotland.",19,5,"['▁tart', 'an']",2
bushfires,The major threat to its survival is frequent bushfires.,9,5,"['▁bush', 'f', 'ires']",3
sucker,It has a crescent-shaped club with a flattened sucker bearing 5 or 6 small suckers in transverse rows.,18,5,"['▁su', 'cker']",2
interconnection,Thus interconnection consistency control is left entirely to the programmer.,10,5,"['▁inter', 'connection']",2
modus,"Modus operandi Generally, petro-piracy engages in layered and networked mechanisms, in which operations are planned, conducted, and post-operationally handled.",19,5,"['▁mod', 'us']",2
implexa,Dictyota implexa is a species of brown alga found in the temperate eastern Atlantic Ocean and the Mediterranean Sea.,19,5,"['▁im', 'plex', 'a']",3
malaise,"Extremism incubates in these religious seminaries, and cleaning Pakistan of this malaise is no mean enterprise.",16,5,"['▁m', 'ala', 'ise']",3
catenatus,Taxonomy It was once considered a subspecies of the eastern massasauga (Sistrurus catenatus).,13,5,"['▁c', 'aten', 'atus']",3
dialer,"Communications tool adds caller ID, phone dialer, integration with mail software.",11,5,"['▁d', 'ial', 'er']",3
sprain,"Complications may include an associated high ankle sprain, compartment syndrome, stiffness, malunion, and post-traumatic arthritis.",15,5,"['▁sp', 'rain']",2
manhood,"Male characters with family responsibilities like Adil, Zuhdi, and Abu Saber define manhood in terms of their ability to provide.",20,5,"['▁man', 'hood']",2
timbre,"The timbre and tone production is similar to the human voice.""",11,5,"['▁tim', 'bre']",2
admits,Each admits they were happy to accept a role in this film.,12,5,"['▁adm', 'its']",2
fitter,"He worked in various jobs at the same time, including as a gas fitter, ice cream salesman and a barman.",20,5,"['▁f', 'itter']",2
flavedo,"When ripe, the flavedo cells contain carotenoids (mostly xanthophyll) inside chromoplasts, which, in a previous developmental stage, contained chlorophyll.",19,5,"['▁fla', 'ved', 'o']",3
epicarp,"The epicarp forms the tough outer skin of the fruit, if there is one.",14,5,"['▁ep', 'ic', 'arp']",3
illiterate,"Summerson notes, for example, that Hall wrote that Clifford—due to his upbringing by remote shepherds—was illiterate.",16,5,"['▁ill', 'iter', 'ate']",3
notwithstanding,"This notwithstanding, the Official Journal of the European Communities specified that and be used to represent Greece and United Kingdom respectively.",21,5,"['▁not', 'with', 'standing']",3
imposing,"Beach House In 1940, workers supplied by the Civilian Conservation Corps (CCC) constructed an imposing building overlooking the lake.",19,5,"['▁impos', 'ing']",2
poignancy,"He just doesn't want to live with us anymore"" was often singled out by reviewers for its disarming poignancy.",19,5,"['▁po', 'ign', 'ancy']",3
shortening,Symptoms may include pain around the hip particularly with movement and shortening of the leg.,15,5,"['▁short', 'ening']",2
literatury,"Miroslav Lamač: Hanuš Schwaiger (Czech History, vol.24) Státni nakladatelstvi krásné literatury, 1957 Hanuš Schwaiger.",14,5,"['▁liter', 'atur', 'y']",3
participatory,Chalke contends that there are two elements to healthy democracy; representative and participatory.,13,5,"['▁particip', 'atory']",2
speechwriter,Career in government and as conservative activist Ryun was a speechwriter for President George W. Bush.,16,5,"['▁speech', 'writer']",2
sisterhood,"The group explored their lyrics to man-to-woman relationship, sisterhood and female empowerment anthems.",13,5,"['▁sister', 'hood']",2
heathland,"Life He was born on a small heathland farm, named Raunkiær, in Lyhne parish in western Jutland, Denmark.",18,5,"['▁he', 'ath', 'land']",3
eats,They link the food one eats and one's eating habits to balancing the body and gaining most benefits from the practice of Haṭha yoga.,24,5,"['▁e', 'ats']",2
consisted,Clutches from females of 41-55mm consisted of anywhere from 40 to 400 eggs.,13,5,['▁consisted'],1
politique,"In the period 1974-1976 and again in 1981, he was a member of the powerful Bureau politique of the MPR.",20,5,['▁politique'],1
interferes,"It mostly complies with the Portable Operating System Interface (POSIX), except where such compliance interferes with extensibility and modularity.",19,5,"['▁inter', 'fer', 'es']",3
centenarian,"Lacroix became a centenarian, in September 2015, and died of pneumonia on 2 March 2016.",15,5,"['▁cent', 'en', 'arian']",3
stepbrother,"Nithichai Yotamonsunthon as Wayu ""Lom"" Boriban - Din's stepbrother and Nam's biological brother and also the boyfriend of Ming.",19,5,"['▁step', 'bro', 'ther']",3
magenta,"In 1970 and 1980, he sold the unique British Guiana 1c magenta, for record prices.",15,5,"['▁mag', 'enta']",2
jenkins,He is now married to Canadian actress and singer Rebecca Jenkins.,11,5,"['▁j', 'enkins']",2
chansons,Japart was the composer of 23 chansons which are extant.,10,5,"['▁ch', 'ans', 'ons']",3
diphosphate,"This enzyme catalyses the following chemical reaction (2E,6E)-farnesyl diphosphate β-cubebene + diphosphate Isolated from the fungus Coprinus cinereus.",18,5,"['▁di', 'ph', 'osph', 'ate']",4
upconversion,"Photon upconversion As discussed above, photons with energy below the bandgap are wasted in ordinary single-junction solar cells.",18,5,"['▁up', 'con', 'version']",3
hirsutus,Taxonomy The species was described as Pogonias hirsutus by William John Swainson in 1821.,14,5,"['▁h', 'irs', 'ut', 'us']",4
widowed,His sister Anne married John Dod and his widowed mother married as her second husband Richard Greenham.,17,5,"['▁wid', 'owed']",2
efefef,"bgcolor=""#efefef"" colspan=6 | List of matches |- bgcolor=""#efefef"" !No.",9,5,"['▁e', 'f', 'ef', 'ef']",4
latin,The definitive editions appeared in 1559 in Latin and in 1560 in French.,13,5,['▁latin'],1
contrasting,"Historic England consider that the ""contrasting yet appropriate materials will complement the existing composition, adding a further layer of meaning"".",20,5,"['▁contrast', 'ing']",2
appoints,References External links UBA appoints new managing director As of 17 July 2020.,13,5,"['▁appoint', 's']",2
teleportation,"Spells include teleportation, summoning spectral cat assistants, and summoning bees to attack other sims.",14,5,"['▁tele', 'port', 'ation']",3
quitter,"One of the game's rooms is called the ""quitter's room"", along with the game referencing being reborn as someone else.",20,5,"['▁qu', 'itter']",2
grisette,"Amanita vaginata, commonly known as the grisette or the grisette amanita, is an edible mushroom in the fungus family Amanitaceae.",20,5,"['▁gr', 'is', 'ette']",3
housemaster,Hamilton was a Science teacher and housemaster prior to becoming Headmaster in 1949.,13,5,"['▁hous', 'em', 'aster']",3
dharma,"The Kalpa Vedanga studies, for example, gave rise to the Dharma-sutras, which later expanded into Dharma-shastras.",16,5,"['▁d', 'har', 'ma']",3
fairing,"The aircraft fuselage is made from welded stainless steel tubing, with a non-structural composite cockpit fairing.",16,5,"['▁fair', 'ing']",2
similaria,Ourapteryx similaria is a moth of the family Geometridae first described by John Henry Leech in 1897.,17,5,"['▁similar', 'ia']",2
logarithm,See also Dual basis in a field extension Polynomial basis Zech's logarithm References Linear algebra Field (mathematics) Abstract algebra Cryptography,20,5,"['▁log', 'arith', 'm']",3
bridging,It cost approximately NIS 7 billion (about US$2 billion in 2008 dollars) – due to the extensive bridging and tunneling required along the mountainous route.,25,5,"['▁brid', 'ging']",2
scrubland,Adults are on the wing in summer and autumn and inhabit open areas of forest scrubland.,16,5,"['▁scr', 'ub', 'land']",3
clump,"There is a basal clump of widely lance-shaped leaves about the caudex, each up to 8 centimeters long.",18,5,"['▁cl', 'ump']",2
taproot,This perennial herb grows from a taproot and reaches 40 centimeters tall.,12,5,"['▁tap', 'root']",2
porosity,The moist sodium hydroxide impregnates the surface and the porosity of calcium hydroxide grains with a high specific surface area.,20,5,"['▁por', 'os', 'ity']",3
hatchery,The pipeline ended at a water filter located behind the east end of the hatchery.,15,5,"['▁h', 'atch', 'ery']",3
endocarp,"In citrus fruits, the endocarp is separated into sections, which are called segments.",13,5,"['▁end', 'oc', 'arp']",3
ovary,Simple fruits are formed from a single ovary and may contain one or many seeds.,15,5,"['▁ov', 'ary']",2
favela,Many former favela gang members work as pastors after their conversion.,11,5,"['▁fav', 'ela']",2
miss,He also completed a streak of 14 straight extra point conversions without a miss.,14,5,['▁miss'],1
boast,Especially it is worth visiting the cemeteries that boast unique architecture (such as Rakowicki cemetery).,15,5,"['▁bo', 'ast']",2
tabloid,"LIME was a monthly magazine published under the umbrella of MediaCorp that targeted Asian youths and focused on tabloid breaking news, music, celebrity, entertainment and lifestyle.",26,5,"['▁tab', 'lo', 'id']",3
atelectasis,"In clinically healthy adults, it is believed that absorption atelectasis typically does not have any significant implications when managed properly.",20,5,"['▁a', 'te', 'lect', 'asis']",4
interrelation,"In Japanese culture, art has a great sense of introspection and interrelation between man and nature, also represented in the objects that surround him, from the most ornate and emphatic to the most simple and everyday.",36,5,"['▁inter', 'relation']",2
felon,Reporter Scott Seddon (William Powell) pretends to be a felon and goes undercover to infiltrate the mob and get a news scoop.,22,5,"['▁fel', 'on']",2
nivea,A phylogenetic analysis including a single specimen of A. chilensis found it nested within a clade representing A. nivea sensu lato.,21,5,"['▁n', 'ive', 'a']",3
pinna,"Each pinna is tipped with a three-lobed, rhomboid (diamond-shaped) terminal pinnule; the other pinnules are cut into pinnulets, which are oblong, obtuse (blunt) at the tip, and are generally attached directly to the costule (pinnule axis), without stalks.",38,5,"['▁pin', 'na']",2
ejusque,"It was entitled Dissertatio Physiologica de Respiratione, ejusque Uso Primario (Physiological Aspects of Respiration and its Primary Significance).",18,5,"['▁ej', 'us', 'que']",3
crass,ComedySportz penalties (put in place for the audience's benefit) include: Out of Bounds Foul: called when a player uses explicit language or refers to something crass or off-color.,28,5,"['▁cr', 'ass']",2
memorization,He completed the memorization of the Quran in 1999 and is also a professor at Al Jamea tus Saifiyah.,19,5,"['▁memor', 'ization']",2
dubia,References Crocodilians Eocene crocodylomorphs Eocene reptiles of Asia Prehistoric pseudosuchian genera Fossil taxa described in 1984 Nomina dubia,18,5,"['▁dub', 'ia']",2
abolitionism,Coupland wrote about abolitionism in his books Wilberforce and The British Anti-slavery Movement.,13,5,"['▁abol', 'ition', 'ism']",3
midlife,Those who remained very active into midlife stood a much better chance of surviving than moderately exercising and inactive alumni.,20,5,"['▁mid', 'life']",2
pleione,"Where the excited gas crosses Pleione's equator, it obscures her violet light.""",12,5,"['▁ple', 'ione']",2
unreliability,"Secondary characters An unnamed Narrator, who admits his own unreliability on several occasions.",13,5,"['▁un', 're', 'li', 'ability']",4
toothpaste,"He also did voice-overs for commercials, including those for Close-Up toothpaste and Armstrong tires.",14,5,"['▁to', 'oth', 'paste']",3
concentrator,Home oxygen can be provided either by oxygen tanks or oxygen concentrator.,12,5,"['▁concentr', 'ator']",2
hypoxemia,"If the initial hypoxemia has resolved, additional treatment may be an unnecessary use of resources.",15,5,"['▁hy', 'po', 'x', 'emia']",4
vending,"History John Conti started the company in 1962 in Louisville, Kentucky as the john conti Vending Co.",17,5,"['▁v', 'ending']",2
dominate,"Though Marwaris dominate business, one can find a representation of all religious groups among businesspeople.",15,5,"['▁domin', 'ate']",2
lengthening,Martha underwent lengthening in 1796.,5,5,"['▁length', 'ening']",2
malunion,"If post-operative x-rays are concerning for malunion, then patients may need an additional procedure to restore proper ankle anatomy.",19,5,"['▁mal', 'union']",2
orthopaedics,"Ltd. , the Hospital for Orthopaedics, Sports Medicine, Arthritis & Trauma, is a 350-bed speciality hospital in central Bangalore, India.",20,5,"['▁orth', 'op', 'a', 'ed', 'ics']",5
narrowing,The route continues to the northwest through North Brunswick narrowing to one lane in each direction with a center turn lane.,21,5,"['▁narrow', 'ing']",2
br,"Iznad sudbonosnih okvira, Identitet, br.",5,5,['▁br'],1
rejoice,Alfred's wife Eltruda and his son Edward arrive and rejoice at finding him alive.,14,5,"['▁rejo', 'ice']",2
flyrobin,External links Lemon-bellied Flyrobin at The Internet Bird Collection Petroicidae Bird genera Taxonomy articles created by Polbot,17,5,"['▁fly', 'ro', 'bin']",3
solemn,"In the older tradition, solemn drums and horns might accompany the singer, or the saetero sang alone.",17,5,['▁solemn'],1
athleticism,"Career Yun is known for his exceptional agility and athleticism, enabling him to pick things up in the sport quickly.",20,5,"['▁athlet', 'ic', 'ism']",3
idealization,"In the 19th and 20th centuries, inductivism succumbed to hypotheticodeductivism—sometimes worded deductivism—as scientific method's realistic idealization.",16,5,"['▁ideal', 'ization']",2
blurring,This blurring can be measured as a contribution to the modulation transfer function of the imaging system.,17,5,"['▁bl', 'urr', 'ing']",3
critically,This was followed in 2007 by the release of the critically and commercially acclaimed Super Mario Galaxy.,17,5,"['▁crit', 'ically']",2
gyroscope,"The azimuth stability can be maintained by a magnetometer, plus a gyroscope or star tracker for shorter term corrections.",19,5,"['▁gy', 'ros', 'cope']",3
dicastery,"Part of the Vatican's resource center, not the official site of the dicastery.",13,5,"['▁dic', 'aster', 'y']",3
mig,“Lighting the Lamp: An Examination of the Structure of the Bsam gtan mig sgron.” Co-authored with Sam van Schaik.,19,5,['▁mig'],1
uppercase,Tezh ⟨Ꜩ⟩ (uppercase form ⟨TƷ⟩) ligatures ezh with the letter T (U+A728 for ⟨Ꜩ⟩ and U+A729 for ⟨ꜩ⟩).,18,5,"['▁upper', 'case']",2
extrapolation,"20(12): 2565-2574 (2014) Yubo Zhang, Kwan-Liu Ma: Spatio-temporal extrapolation for fluid animation.",12,5,"['▁ext', 'rap', 'olation']",3
majoring,She attends Curtin University where she is working on a degree in Agriculture and Environment majoring in Coastal Zone Management.,20,5,"['▁major', 'ing']",2
dhol,Ankur reportedly began playing a dhol over their songs and became a band member that day.,16,5,"['▁d', 'hol']",2
sceptre,"He has the oprichniki bring throne, orb, sceptre, crown and royal robes, and they all bow down to ""Tsar Vladimir"".",20,5,"['▁s', 'cept', 're']",3
slideshow,"The nominees were asked a question, then shown a slideshow.",10,5,"['▁sl', 'ides', 'how']",3
touchstone,"Its regional position, combined with a history of Yorkist loyalism, made it, the scholar James Lee suggests, a ""touchstone for loyalty to Henry"".",23,5,"['▁touch', 'stone']",2
foreclosure,"Many of her establishments have risked foreclosure, and lacked repair funds.",11,5,"['▁forec', 'los', 'ure']",3
siren,According to Bailey Nicola's best qualities the fact she is a sexy siren and a big trouble-maker.,17,5,"['▁sir', 'en']",2
dreaming,"Curated by Tamryn Spruill, The Twitter Hive Mind is Dreaming, Robocup Press.",12,5,"['▁dream', 'ing']",2
anticancer,CancerDR: CancerDR is a database of 148 anticancer drugs and their effectiveness against around 1000 cancer cell lines.,18,5,"['▁ant', 'ican', 'cer']",3
chandelier,The palm room had marble columns with Corinthian capitals; a leaded-glass skylight with green panels; and a bronze chandelier.,19,5,"['▁ch', 'and', 'el', 'ier']",4
flyby,"The first Martian flyby mission was Mariner 4, which arrived in 1965.",12,5,"['▁fly', 'by']",2
